frame,RGB
starcraft2_frame_180.jpg,"(37, 37, 35)"
starcraft2_frame_120.jpg,"(38, 39, 36)"
starcraft2_frame_240.jpg,"(35, 35, 30)"
Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,"(131, 112, 106)"
Trump.jpeg,"(192, 188, 189)"
