frame,RGB
siedler_frame_0.jpg,"(245, 105, 28)"
siedler_frame_30.jpg,"(41, 48, 21)"
siedler_frame_60.jpg,"(38, 43, 16)"
siedler_frame_90.jpg,"(6, 9, 9)"
siedler_frame_120.jpg,"(6, 8, 9)"
Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,"(131, 112, 106)"
Trump.jpeg,"(192, 188, 189)"
