,Name,io_score,io,prob_cat_1,cat_1,prob_cat_2,cat_2,prob_cat_3,cat_3,prob_cat_4,cat_4,prob_cat_5,cat_5
0,siedler_frame_0.jpg,0.1,indoor,0.1310314,elevator/door,0.120459005,museum/indoor,0.05196093,science_museum,0.031893235,clean_room,0.022496004,playroom
1,siedler_frame_30.jpg,0.2,indoor,0.09688987,amusement_arcade,0.030483766,water_park,0.02766633,recreation_room,0.027316092,home_theater,0.02416497,ball_pit
2,siedler_frame_60.jpg,0.6,outdoor,0.035684552,amusement_arcade,0.025850926,gas_station,0.025004374,japanese_garden,0.024813859,underwater/ocean_deep,0.022955393,pet_shop
3,siedler_frame_90.jpg,0.3,indoor,0.28292602,amusement_arcade,0.09744652,gas_station,0.07897822,server_room,0.046373807,recreation_room,0.03519498,hardware_store
4,siedler_frame_120.jpg,0.2,indoor,0.26911548,amusement_arcade,0.105934195,gas_station,0.09610453,server_room,0.043288305,recreation_room,0.035481513,hardware_store
5,Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,0.2,indoor,0.70501673,beauty_salon,0.072693415,chemistry_lab,0.0604826,biology_laboratory,0.023116851,conference_center,0.015802147,veterinarians_office
6,Trump.jpeg,0.0,indoor,0.72161067,legislative_chamber,0.12383862,nursing_home,0.048825383,conference_center,0.014247153,elevator/door,0.007997716,archive
