frame,RGB
Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,"(124.98488231168483, 125.23145006899308, 137.98375288994885)"
Trump.jpeg,"(94.00856810916177, 91.55272623781678, 101.35018152046784)"
