,Name,person,box,angry,disgust,fear,happy,sad,surprise,neutral
0,Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,0,"[429, 427, 786, 1044]",0.66,0.0,0.06,0.02,0.05,0.05,0.16
1,Trump.jpeg,0,"[724, 675, 756, 915]",0.0,0.0,0.0,0.92,0.0,0.0,0.08
2,Trump.jpeg,1,"[-11, 1418, 107, 137]",0.31,0.0,0.15,0.13,0.36,0.0,0.05
3,Trump.jpeg,2,"[1221, 2232, 17, 18]",0.11,0.0,0.09,0.05,0.7,0.0,0.06
4,Trump.jpeg,3,"[1123, 2482, 15, 18]",0.28,0.0,0.28,0.04,0.37,0.0,0.03
5,Trump.jpeg,4,"[1237, 2250, 14, 16]",0.03,0.0,0.06,0.1,0.79,0.0,0.02
6,Trump.jpeg,5,"[1294, 2533, 12, 14]",0.04,0.0,0.05,0.0,0.91,0.0,0.01
7,Trump.jpeg,6,"[1027, 2642, 11, 15]",0.1,0.0,0.47,0.01,0.41,0.0,0.01
