frame,brightness_value
starcraft2_frame_0.jpg,0.2
starcraft2_frame_60.jpg,0.2
starcraft2_frame_120.jpg,0.2
starcraft2_frame_180.jpg,0.2
starcraft2_frame_240.jpg,0.18
Thomas_Brodie-Sangster_by_Gage_Skidmore.jpg,0.51
Trump.jpeg,0.37
